inst,fam,it,pos
reblock354,MIPLIB2017,1247,0.003894769973
reblock354,MIPLIB2017,1249,0.003286698259
reblock354,MIPLIB2017,1305,0.000974189354
reblock354,MIPLIB2017,1792,0.000766422791
scp56,covering,7,0.008568708347
scp56,covering,10,0.7651539194
scp56,covering,15,0.7841954935
scp56,covering,17,0.9555696604
scp56,covering,19,0.004760393526
scp56,covering,26,0.006029831799
scp56,covering,48,0.004760393526
scp56,covering,55,0.007299270073
scp56,covering,62,0.004760393526
scp56,covering,65,0.7740399873
scp56,covering,69,0.006029831799
scp56,covering,70,0.7740399873
scp56,covering,76,0.002221516979
scp56,covering,77,0.8552840368
scp56,covering,83,0.004760393526
scp56,covering,90,0.0009520787052
scp56,covering,95,0.8578229134
scp56,covering,100,0.8641701047
scp56,covering,106,0.0009520787052
scp56,covering,111,0.9263725801
scp56,covering,113,0.002221516979
scp56,covering,114,0.8590923516
scp56,covering,116,0.8578229134
scp56,covering,130,0.007299270073
scp56,covering,137,0.003490955252
scp56,covering,144,0.003490955252
scp56,covering,151,0.007299270073
scp56,covering,154,0.7765788639
scp56,covering,158,0.004760393526
scp56,covering,159,0.688987623
scp56,covering,168,0.8641701047
scp56,covering,170,0.004760393526
scp56,covering,180,0.8590923516
scp56,covering,182,0.0009520787052
scp56,covering,185,0.9403364011
scp56,covering,187,0.9390669629
scp56,covering,200,0.7778483021
scp56,covering,202,0.8629006665
scp56,covering,209,0.004760393526
scp56,covering,210,0.7740399873
scp56,covering,219,0.7791177404
scp56,covering,231,0.007299270073
scp56,covering,241,0.7854649318
scp56,covering,242,0.0009520787052
scp56,covering,279,0.01491589971
scp56,covering,287,0.7816566169
scp56,covering,291,0.007299270073
scp56,covering,304,0.8692478578
scp56,covering,318,0.003490955252
scp56,covering,325,0.003490955252
scp56,covering,326,0.7702316725
scp56,covering,333,0.9390669629
scp56,covering,342,0.002221516979
scp56,covering,349,0.004760393526
scp56,covering,356,0.006029831799
scp56,covering,363,0.002221516979
scp56,covering,375,0.002221516979
scp56,covering,393,0.8629006665
scp56,covering,408,0.8705172961
scp56,covering,416,0.7626150428
scp56,covering,418,0.004760393526
scp56,covering,426,0.7829260552
scp56,covering,445,0.002221516979
scp56,covering,452,0.002221516979
scp56,covering,453,0.944144716
scp56,covering,470,0.0009520787052
scp56,covering,492,0.004760393526
scp56,covering,499,0.004760393526
scp56,covering,502,0.8590923516
scp56,covering,524,0.003490955252
scp56,covering,527,0.772770549
scp56,covering,531,0.007299270073
scp56,covering,545,0.007299270073
scp56,covering,546,0.6737543637
scp56,covering,557,0.0009520787052
scp56,covering,569,0.002221516979
scp56,covering,579,0.002221516979
scp56,covering,584,0.9416058394
scp56,covering,586,0.006029831799
scp56,covering,610,0.01237702317
scp56,covering,629,0.0009520787052
scp56,covering,636,0.006029831799
scp56,covering,637,0.7740399873
scp56,covering,660,0.0009520787052
scp56,covering,677,0.006029831799
scp56,covering,684,0.006029831799
scp56,covering,687,0.772770549
scp56,covering,689,0.9466835925
scp56,covering,696,0.9492224691
scp56,covering,708,0.007299270073
scp56,covering,711,0.7765788639
scp56,covering,718,0.7816566169
scp56,covering,728,0.8425896541
scp56,covering,730,0.006029831799
scp56,covering,733,0.8578229134
scp56,covering,742,0.002221516979
scp56,covering,754,0.002221516979
scp56,covering,761,0.0009520787052
scp56,covering,763,0.04157410346
scp56,covering,765,0.04284354173
scp56,covering,767,0.04157410346
scp56,covering,769,0.04284354173
scp56,covering,771,0.04030466519
scp56,covering,772,0.6547127896
scp56,covering,773,0.04284354173
scp56,covering,774,0.6534433513
scp56,covering,775,0.04157410346
scp56,covering,777,0.04157410346
scp56,covering,778,0.8260869565
scp56,covering,800,0.007299270073
scp56,covering,812,0.006029831799
scp56,covering,819,0.004760393526
scp56,covering,826,0.003490955252
scp56,covering,844,0.865439543
scp56,covering,848,0.006029831799
scp56,covering,849,0.8463979689
scp56,covering,853,0.7613456046
scp56,covering,857,0.004760393526
scp56,covering,865,0.8692478578
scp56,covering,867,0.7841954935
scp56,covering,879,0.004760393526
scp56,covering,893,0.0009520787052
scp56,covering,900,0.0009520787052
scp56,covering,901,0.6813709933
scp56,covering,903,0.8552840368
scp56,covering,908,0.9517613456
scp56,covering,922,0.002221516979
scp56,covering,923,0.851475722
scp56,covering,925,0.7676927959
scp56,covering,929,0.003490955252
scp56,covering,948,0.007299270073
scp56,covering,951,0.8616312282
scp56,covering,960,0.006029831799
scp56,covering,961,0.9479530308
scp56,covering,979,0.007299270073
scp56,covering,991,0.0009520787052
scp56,covering,992,0.6813709933
scp56,covering,998,0.004760393526
scp56,covering,1010,0.007299270073
scp56,covering,1015,0.7753094256
scp56,covering,1027,0.007299270073
scp56,covering,1044,0.003490955252
scp56,covering,1051,0.003490955252
scp56,covering,1071,0.7765788639
scp56,covering,1073,0.0009520787052
scp56,covering,1080,0.0009520787052
scp56,covering,1087,0.008568708347
scp56,covering,1088,0.8616312282
scp56,covering,1094,0.004760393526
scp56,covering,1101,0.0009520787052
scp56,covering,1108,0.006029831799
scp56,covering,1109,0.9454141542
scp56,covering,1115,0.006029831799
scp56,covering,1116,0.8590923516
scp56,covering,1118,0.7740399873
scp56,covering,1124,0.0009520787052
scp56,covering,1131,0.003490955252
scp56,covering,1138,0.004760393526
scp56,covering,1141,0.9479530308
scp56,covering,1145,0.007299270073
scp56,covering,1146,0.7740399873
scp56,covering,1157,0.004760393526
scp56,covering,1160,0.7715011108
scp56,covering,1165,0.7841954935
scp56,covering,1174,0.002221516979
scp56,covering,1181,0.006029831799
scp56,covering,1191,0.7791177404
scp56,covering,1198,0.00983814662
scp56,covering,1205,0.007299270073
scp56,covering,1206,0.6851793082
scp56,covering,1212,0.006029831799
scp56,covering,1213,0.7765788639
scp56,covering,1215,0.8616312282
scp56,covering,1220,0.8667089813
scp56,covering,1222,0.7791177404
scp56,covering,1225,0.9543002222
scp56,covering,1234,0.003490955252
scp56,covering,1244,0.7816566169
scp56,covering,1246,0.007299270073
scp56,covering,1247,0.9492224691
scp56,covering,1253,0.003490955252
scp56,covering,1260,0.0009520787052
scp56,covering,1272,0.0009520787052
scp56,covering,1279,0.006029831799
scp56,covering,1291,0.7803871787
scp56,covering,1295,0.0009520787052
scp56,covering,1305,0.004760393526
scp56,covering,1310,0.01364646144
scp56,covering,1311,0.6635988575
scp56,covering,1321,0.0009520787052
scp56,covering,1331,0.003490955252
scp56,covering,1350,0.002221516979
scp56,covering,1357,0.007299270073
scp56,covering,1375,0.8705172961
scp56,covering,1386,0.0009520787052
scp56,covering,1388,0.03522691209
scp56,covering,1389,0.9936528086
scp56,covering,1390,0.03649635036
scp56,covering,1392,0.03522691209
scp56,covering,1394,0.03649635036
scp56,covering,1396,0.03522691209
scp56,covering,1397,0.8210092034
scp56,covering,1398,0.03649635036
scp56,covering,1399,0.7334179626
scp56,covering,1400,0.03522691209
scp56,covering,1402,0.03522691209
scp56,covering,1404,0.03522691209
scp56,covering,1412,0.004760393526
scp56,covering,1424,0.0009520787052
scp56,covering,1432,0.7803871787
scp56,covering,1441,0.003490955252
scp56,covering,1448,0.0009520787052
scp56,covering,1455,0.004760393526
scp56,covering,1465,0.7803871787
scp56,covering,1467,0.006029831799
scp56,covering,1470,0.7740399873
scp56,covering,1474,0.0009520787052
scp56,covering,1477,0.7702316725
scp56,covering,1481,0.002221516979
scp56,covering,1494,0.8692478578
scp56,covering,1498,0.006029831799
scp56,covering,1508,0.006029831799
scp56,covering,1525,0.007299270073
scp56,covering,1530,0.9479530308
scp56,covering,1555,0.9416058394
scp56,covering,1557,0.7702316725
scp56,covering,1564,0.007299270073
scp56,covering,1571,0.004760393526
scp56,covering,1572,0.5848936845
scp56,covering,1579,0.9543002222
scp56,covering,1598,0.002221516979
scp56,covering,1599,0.8578229134
scp56,covering,1601,0.8565534751
scp56,covering,1605,0.0009520787052
scp56,covering,1612,0.002221516979
scp56,covering,1619,0.007299270073
scp56,covering,1626,0.0009520787052
scp56,covering,1633,0.006029831799
scp56,covering,1634,0.688987623
scp56,covering,1636,0.9466835925
scp56,covering,1643,0.865439543
scp56,covering,1659,0.003490955252
scp56,covering,1685,0.7841954935
scp56,covering,1689,0.002221516979
scp56,covering,1696,0.003490955252
scp56,covering,1708,0.007299270073
scp56,covering,1713,0.8616312282
scp56,covering,1716,0.9543002222
scp56,covering,1723,0.9555696604
scp56,covering,1725,0.003490955252
scp56,covering,1737,0.006029831799
scp56,covering,1744,0.004760393526
scp56,covering,1745,0.8616312282
scp56,covering,1756,0.004760393526
scp56,covering,1764,0.7791177404
scp56,covering,1768,0.004760393526
scp56,covering,1773,0.9466835925
scp56,covering,1780,0.00983814662
scp56,covering,1787,0.006029831799
scp56,covering,1800,0.8603617899
scp56,covering,1802,0.8616312282
scp56,covering,1821,0.0009520787052
scp56,covering,1828,0.002221516979
scp56,covering,1829,0.7702316725
scp56,covering,1845,0.006029831799
scp56,covering,1846,0.6864487464
scp56,covering,1852,0.004760393526
scp56,covering,1863,0.0009520787052
scp56,covering,1881,0.8667089813
scp56,covering,1895,0.004760393526
scp56,covering,1905,0.9517613456
scp56,covering,1907,0.9504919073
scp56,covering,1912,0.9543002222
scp56,covering,1916,0.01491589971
scp56,covering,1923,0.0009520787052
scp56,covering,1930,0.003490955252
scp56,covering,1940,0.002221516979
scp56,covering,1947,0.002221516979
scp56,covering,1964,0.003490955252
scp56,covering,1971,0.007299270073
scp56,covering,1974,0.8641701047
scp56,covering,1978,0.004760393526
scp56,covering,1980,0.04157410346
scp56,covering,1982,0.04284354173
scp56,covering,1984,0.04157410346
scp56,covering,1992,0.004760393526
scp56,covering,1999,0.003490955252
scp58,covering,235,0.3333333333
scp58,covering,801,0.3333333333
scp58,covering,1205,0.3333333333
scp58,covering,1478,0.3333333333
scp58,covering,1697,0.3333333333
scp61,covering,4,0.03341574981
scp61,covering,37,0.02302237078
scp61,covering,55,0.002235612712
scp61,covering,60,0.002235612712
scp61,covering,72,0.007432302229
scp61,covering,77,0.007432302229
scp61,covering,82,0.1633329877
scp61,covering,84,0.1529396087
scp61,covering,86,0.1529396087
scp61,covering,88,0.1529396087
scp61,covering,92,0.1529396087
scp61,covering,94,0.1529396087
scp61,covering,96,0.1529396087
scp61,covering,110,0.01262899175
scp61,covering,117,0.02302237078
scp61,covering,132,0.002235612712
scp61,covering,140,0.002235612712
scp61,covering,155,0.01262899175
scp61,covering,184,0.02302237078
scp61,covering,197,0.01262899175
scp61,covering,206,0.002235612712
scp61,covering,215,0.002235612712
scp61,covering,224,0.01782568126
scp61,covering,231,0.002235612712
scp61,covering,238,0.01782568126
scp61,covering,243,0.03861243933
scp61,covering,246,0.002235612712
scp61,covering,251,0.03861243933
scp61,covering,252,0.002235612712
scp61,covering,263,0.002235612712
scp61,covering,282,0.04380912885
scp61,covering,283,0.002235612712
scp61,covering,295,0.1165627821
scp61,covering,305,0.002235612712
scp61,covering,313,0.002235612712
scp61,covering,325,0.01782568126
scp61,covering,341,0.01262899175
scp61,covering,346,0.03861243933
scp61,covering,354,0.02302237078
scp61,covering,360,0.01262899175
scp61,covering,375,0.02302237078
scp61,covering,382,0.02302237078
scp61,covering,387,0.0282190603
scp61,covering,428,0.05420250788
scp61,covering,439,0.05420250788
scp61,covering,440,0.007432302229
scp61,covering,447,0.01262899175
scp61,covering,454,0.007432302229
scp61,covering,464,0.02302237078
scp61,covering,471,0.01782568126
scp61,covering,484,0.01262899175
scp61,covering,499,0.01782568126
scp61,covering,504,0.01782568126
scp61,covering,511,0.02302237078
scp61,covering,518,0.007432302229
scp61,covering,525,0.002235612712
scp61,covering,532,0.02302237078
scp61,covering,539,0.01262899175
scp61,covering,569,0.002235612712
scp61,covering,587,0.03861243933
scp61,covering,589,0.1477429192
scp61,covering,591,0.1685296773
scp61,covering,593,0.1633329877
scp61,covering,595,0.1685296773
scp61,covering,597,0.1633329877
scp61,covering,599,0.1685296773
scp61,covering,601,0.1633329877
scp61,covering,603,0.1685296773
scp61,covering,605,0.1633329877
scp61,covering,612,0.0282190603
scp61,covering,621,0.002235612712
scp61,covering,628,0.07498926595
scp61,covering,635,0.01782568126
scp61,covering,648,0.02302237078
scp61,covering,655,0.002235612712
scp61,covering,690,0.01262899175
scp61,covering,695,0.01782568126
scp61,covering,720,0.01262899175
scp61,covering,733,0.05420250788
scp61,covering,756,0.06979257643
scp61,covering,763,0.002235612712
scp61,covering,777,0.002235612712
scp61,covering,801,0.03861243933
scp61,covering,809,0.01782568126
scp61,covering,816,0.01262899175
scp61,covering,827,0.0282190603
scp61,covering,837,0.007432302229
scp61,covering,865,0.01782568126
scp61,covering,881,0.007432302229
scp61,covering,888,0.007432302229
scp61,covering,895,0.01782568126
scp61,covering,911,0.02302237078
scp61,covering,918,0.01262899175
scp61,covering,925,0.01262899175
scp61,covering,930,0.007432302229
scp61,covering,940,0.002235612712
scp61,covering,948,0.03341574981
scp61,covering,952,0.007432302229
scp61,covering,957,0.002235612712
scp61,covering,973,0.01262899175
scp61,covering,982,0.002235612712
scp61,covering,989,0.01262899175
scp61,covering,998,0.01782568126
scp61,covering,1005,0.01262899175
scp61,covering,1014,0.002235612712
scp61,covering,1026,0.05420250788
scp61,covering,1036,0.007432302229
scp61,covering,1043,0.002235612712
scp61,covering,1050,0.002235612712
scp61,covering,1062,0.01782568126
scp61,covering,1081,0.007432302229
scp61,covering,1091,0.002235612712
scp61,covering,1103,0.01782568126
scp61,covering,1108,0.01262899175
scp61,covering,1113,0.01782568126
scp61,covering,1118,0.01782568126
scp61,covering,1123,0.01262899175
scp61,covering,1130,0.08538264499
scp61,covering,1142,0.01782568126
scp61,covering,1154,0.002235612712
scp61,covering,1161,0.01262899175
scp61,covering,1169,0.02302237078
scp61,covering,1181,0.0282190603
scp61,covering,1189,0.04900581837
scp61,covering,1196,0.0282190603
scp61,covering,1205,0.002235612712
scp61,covering,1217,0.01782568126
scp61,covering,1222,0.002235612712
scp61,covering,1235,0.01782568126
scp61,covering,1243,0.03861243933
scp61,covering,1247,0.0282190603
scp61,covering,1252,0.02302237078
scp61,covering,1274,0.02302237078
scp61,covering,1281,0.01262899175
scp61,covering,1288,0.01262899175
scp61,covering,1295,0.01782568126
scp61,covering,1304,0.002235612712
scp61,covering,1316,0.07498926595
scp61,covering,1327,0.0282190603
scp61,covering,1339,0.002235612712
scp61,covering,1347,0.007432302229
scp61,covering,1355,0.01782568126
scp61,covering,1362,0.002235612712
scp61,covering,1369,0.0282190603
scp61,covering,1382,0.01262899175
scp61,covering,1387,0.05420250788
scp61,covering,1392,0.002235612712
scp61,covering,1406,0.08018595547
scp61,covering,1413,0.03341574981
scp61,covering,1425,0.01782568126
scp61,covering,1438,0.002235612712
scp61,covering,1445,0.01262899175
scp61,covering,1481,0.007432302229
scp61,covering,1493,0.02302237078
scp61,covering,1500,0.0282190603
scp61,covering,1521,0.01782568126
scp61,covering,1526,0.002235612712
scp61,covering,1533,0.002235612712
scp61,covering,1561,0.01782568126
scp61,covering,1568,0.02302237078
scp61,covering,1573,0.0593991974
scp61,covering,1585,0.01782568126
scp61,covering,1587,0.1581362982
scp61,covering,1589,0.1581362982
scp61,covering,1591,0.1685296773
scp61,covering,1594,0.0282190603
scp61,covering,1604,0.1009727135
scp61,covering,1617,0.03861243933
scp61,covering,1622,0.002235612712
scp61,covering,1627,0.01262899175
scp61,covering,1639,0.007432302229
scp61,covering,1652,0.02302237078
scp61,covering,1666,0.03861243933
scp61,covering,1672,0.01782568126
scp61,covering,1682,0.02302237078
scp61,covering,1698,0.01262899175
scp61,covering,1705,0.007432302229
scp61,covering,1710,0.04380912885
scp61,covering,1720,0.01262899175
scp61,covering,1725,0.007432302229
scp61,covering,1733,0.002235612712
scp61,covering,1762,0.01782568126
scp61,covering,1776,0.01262899175
scp61,covering,1783,0.002235612712
scp61,covering,1804,0.02302237078
scp61,covering,1832,0.01782568126
scp61,covering,1842,0.01262899175
scp61,covering,1854,0.002235612712
scp61,covering,1870,0.01782568126
scp61,covering,1877,0.002235612712
scp61,covering,1882,0.02302237078
scp61,covering,1890,0.007432302229
scp61,covering,1895,0.03341574981
scp61,covering,1900,0.002235612712
scp61,covering,1905,0.0593991974
scp61,covering,1912,0.01262899175
scp61,covering,1917,0.01782568126
scp61,covering,1929,0.007432302229
scp61,covering,1941,0.002235612712
scp61,covering,1951,0.01782568126
scp61,covering,1961,0.02302237078
scp61,covering,1973,0.02302237078
scp61,covering,1990,0.02302237078
scp61,covering,1997,0.007432302229
scp62,covering,10,0.02488238946
scp62,covering,24,0.004024258755
scp62,covering,54,0.01966785678
scp62,covering,61,0.02488238946
scp62,covering,71,0.009238791431
scp62,covering,73,0.1552457064
scp62,covering,75,0.1604602391
scp62,covering,77,0.1552457064
scp62,covering,79,0.1604602391
scp62,covering,81,0.1552457064
scp62,covering,83,0.1604602391
scp62,covering,97,0.01445332411
scp62,covering,109,0.01445332411
scp62,covering,128,0.004024258755
scp62,covering,135,0.004024258755
scp62,covering,142,0.01445332411
scp62,covering,151,0.004024258755
scp62,covering,158,0.05616958552
scp62,covering,159,0.009238791431
scp62,covering,171,0.03009692214
scp62,covering,204,0.004024258755
scp62,covering,213,0.004024258755
scp62,covering,215,0.04052598749
scp62,covering,217,0.03531145481
scp62,covering,225,0.03009692214
scp62,covering,232,0.02488238946
scp62,covering,259,0.01966785678
scp62,covering,264,0.02488238946
scp62,covering,271,0.009238791431
scp62,covering,290,0.004024258755
scp62,covering,306,0.004024258755
scp62,covering,320,0.01966785678
scp62,covering,327,0.01445332411
scp62,covering,335,0.02488238946
scp62,covering,353,0.004024258755
scp62,covering,378,0.009238791431
scp62,covering,400,0.01966785678
scp62,covering,407,0.009238791431
scp62,covering,417,0.113529445
scp62,covering,421,0.01966785678
scp62,covering,431,0.004024258755
scp62,covering,464,0.004024258755
scp62,covering,477,0.009238791431
scp62,covering,486,0.004024258755
scp62,covering,497,0.01445332411
scp62,covering,504,0.01966785678
scp62,covering,517,0.009238791431
scp62,covering,524,0.004024258755
scp62,covering,536,0.009238791431
scp62,covering,546,0.009238791431
scp62,covering,560,0.004024258755
scp62,covering,577,0.03009692214
scp62,covering,583,0.06659865087
scp62,covering,590,0.01966785678
scp62,covering,604,0.004024258755
scp62,covering,611,0.01966785678
scp62,covering,618,0.01445332411
scp62,covering,628,0.03009692214
scp62,covering,675,0.01966785678
scp62,covering,680,0.01445332411
scp62,covering,689,0.04052598749
scp62,covering,704,0.01966785678
scp62,covering,724,0.01966785678
scp62,covering,731,0.01445332411
scp62,covering,738,0.02488238946
scp62,covering,756,0.03009692214
scp62,covering,763,0.02488238946
scp62,covering,774,0.01966785678
scp62,covering,791,0.004024258755
scp62,covering,804,0.01445332411
scp62,covering,811,0.01966785678
scp62,covering,818,0.009238791431
scp62,covering,830,0.004024258755
scp62,covering,832,0.1343875757
scp62,covering,834,0.1396021083
scp62,covering,836,0.1343875757
scp62,covering,838,0.1396021083
scp62,covering,840,0.1343875757
scp62,covering,842,0.1396021083
scp62,covering,845,0.02488238946
scp62,covering,856,0.009238791431
scp62,covering,864,0.004024258755
scp62,covering,872,0.02488238946
scp62,covering,877,0.03009692214
scp62,covering,891,0.01445332411
scp62,covering,904,0.004024258755
scp62,covering,913,0.05616958552
scp62,covering,920,0.04052598749
scp62,covering,949,0.01445332411
scp62,covering,956,0.04052598749
scp62,covering,964,0.004024258755
scp62,covering,973,0.02488238946
scp62,covering,975,0.144816641
scp62,covering,994,0.009238791431
scp62,covering,1001,0.04052598749
scp62,covering,1004,0.004024258755
scp62,covering,1029,0.01966785678
scp62,covering,1036,0.01445332411
scp62,covering,1043,0.04574052017
scp62,covering,1050,0.02488238946
scp62,covering,1067,0.01966785678
scp62,covering,1107,0.01966785678
scp62,covering,1114,0.02488238946
scp62,covering,1121,0.009238791431
scp62,covering,1128,0.0613841182
scp62,covering,1144,0.009238791431
scp62,covering,1149,0.05616958552
scp62,covering,1154,0.03009692214
scp62,covering,1169,0.009238791431
scp62,covering,1178,0.01966785678
scp62,covering,1188,0.01445332411
scp62,covering,1193,0.01966785678
scp62,covering,1202,0.004024258755
scp62,covering,1209,0.01445332411
scp62,covering,1216,0.009238791431
scp62,covering,1236,0.009238791431
scp62,covering,1241,0.01445332411
scp62,covering,1253,0.02488238946
scp62,covering,1258,0.01445332411
scp62,covering,1269,0.004024258755
scp62,covering,1286,0.004024258755
scp62,covering,1303,0.02488238946
scp62,covering,1312,0.05095505284
scp62,covering,1317,0.009238791431
scp62,covering,1325,0.02488238946
scp62,covering,1335,0.004024258755
scp62,covering,1342,0.01966785678
scp62,covering,1356,0.07702771623
scp62,covering,1375,0.004024258755
scp62,covering,1380,0.01966785678
scp62,covering,1387,0.004024258755
scp62,covering,1394,0.01966785678
scp62,covering,1406,0.004024258755
scp62,covering,1423,0.009238791431
scp62,covering,1452,0.01445332411
scp62,covering,1459,0.009238791431
scp62,covering,1464,0.01445332411
scp62,covering,1469,0.004024258755
scp62,covering,1476,0.03531145481
scp62,covering,1483,0.01445332411
scp62,covering,1498,0.02488238946
scp62,covering,1505,0.02488238946
scp62,covering,1512,0.01445332411
scp62,covering,1519,0.02488238946
scp62,covering,1526,0.004024258755
scp62,covering,1534,0.02488238946
scp62,covering,1541,0.07702771623
scp62,covering,1543,0.1187439776
scp62,covering,1545,0.1187439776
scp62,covering,1549,0.1187439776
scp62,covering,1562,0.004024258755
scp62,covering,1570,0.01445332411
scp62,covering,1575,0.01966785678
scp62,covering,1582,0.009238791431
scp62,covering,1589,0.01445332411
scp62,covering,1596,0.02488238946
scp62,covering,1608,0.009238791431
scp62,covering,1616,0.02488238946
scp62,covering,1628,0.01966785678
scp62,covering,1636,0.02488238946
scp62,covering,1644,0.01966785678
scp62,covering,1649,0.0822422489
scp62,covering,1657,0.004024258755
scp62,covering,1659,0.1604602391
scp62,covering,1661,0.1656747717
scp62,covering,1664,0.02488238946
scp62,covering,1671,0.009238791431
scp62,covering,1678,0.03531145481
scp62,covering,1682,0.004024258755
scp62,covering,1690,0.04574052017
scp62,covering,1692,0.08745678158
scp62,covering,1694,0.0822422489
scp62,covering,1696,0.08745678158
scp62,covering,1698,0.0822422489
scp62,covering,1701,0.004024258755
scp62,covering,1718,0.004024258755
scp62,covering,1727,0.004024258755
scp62,covering,1734,0.009238791431
scp62,covering,1743,0.009238791431
scp62,covering,1773,0.01966785678
scp62,covering,1785,0.009238791431
scp62,covering,1792,0.01966785678
scp62,covering,1799,0.01445332411
scp62,covering,1808,0.004024258755
scp62,covering,1815,0.01966785678
scp62,covering,1820,0.009238791431
scp62,covering,1840,0.004024258755
scp62,covering,1869,0.04574052017
scp62,covering,1881,0.009238791431
scp62,covering,1888,0.009238791431
scp62,covering,1913,0.009238791431
scp62,covering,1932,0.004024258755
scp62,covering,1949,0.04574052017
scp62,covering,1956,0.03009692214
scp62,covering,1963,0.004024258755
scp62,covering,1970,0.004024258755
scp62,covering,1986,0.01445332411
scp62,covering,1991,0.01445332411
scp62,covering,1998,0.004024258755
scp65,covering,3,0.05294517243
scp65,covering,5,0.1975336957
scp65,covering,7,0.1975336957
scp65,covering,9,0.1975336957
scp65,covering,11,0.1975336957
scp65,covering,13,0.1975336957
scp65,covering,19,0.02402746777
scp65,covering,33,0.01679804161
scp65,covering,43,0.002339189277
scp65,covering,60,0.009568615442
scp65,covering,70,0.01679804161
scp65,covering,77,0.01679804161
scp65,covering,108,0.02402746777
scp65,covering,115,0.009568615442
scp65,covering,128,0.002339189277
scp65,covering,140,0.002339189277
scp65,covering,160,0.03125689394
scp65,covering,170,0.01679804161
scp65,covering,186,0.05294517243
scp65,covering,198,0.02402746777
scp65,covering,217,0.01679804161
scp65,covering,222,0.01679804161
scp65,covering,227,0.02402746777
scp65,covering,234,0.01679804161
scp65,covering,244,0.06740402476
scp65,covering,268,0.07463345092
scp65,covering,289,0.002339189277
scp65,covering,296,0.01679804161
scp65,covering,301,0.03125689394
scp65,covering,319,0.009568615442
scp65,covering,326,0.03125689394
scp65,covering,341,0.04571574626
scp65,covering,353,0.009568615442
scp65,covering,358,0.002339189277
scp65,covering,365,0.0384863201
scp65,covering,371,0.002339189277
scp65,covering,378,0.02402746777
scp65,covering,380,0.1686159911
scp65,covering,382,0.1686159911
scp65,covering,384,0.1613865649
scp65,covering,386,0.1613865649
scp65,covering,388,0.1686159911
scp65,covering,391,0.03125689394
scp65,covering,398,0.009568615442
scp65,covering,405,0.002339189277
scp65,covering,418,0.03125689394
scp65,covering,447,0.002339189277
scp65,covering,454,0.01679804161
scp65,covering,461,0.01679804161
scp65,covering,468,0.03125689394
scp65,covering,482,0.02402746777
scp65,covering,489,0.02402746777
scp65,covering,501,0.002339189277
scp65,covering,508,0.03125689394
scp65,covering,518,0.002339189277
scp65,covering,525,0.02402746777
scp65,covering,539,0.04571574626
scp65,covering,546,0.002339189277
scp65,covering,564,0.002339189277
scp65,covering,574,0.04571574626
scp65,covering,579,0.002339189277
scp65,covering,587,0.009568615442
scp65,covering,599,0.04571574626
scp65,covering,603,0.01679804161
scp65,covering,610,0.09632172942
scp65,covering,611,0.03125689394
scp65,covering,613,0.1975336957
scp65,covering,615,0.1903042696
scp65,covering,617,0.1903042696
scp65,covering,625,0.009568615442
scp65,covering,632,0.002339189277
scp65,covering,644,0.01679804161
scp65,covering,651,0.009568615442
scp65,covering,658,0.02402746777
scp65,covering,665,0.02402746777
scp65,covering,705,0.01679804161
scp65,covering,729,0.08186287709
scp65,covering,736,0.06017459859
scp65,covering,737,0.01679804161
scp65,covering,746,0.08186287709
scp65,covering,773,0.002339189277
scp65,covering,780,0.0384863201
scp65,covering,787,0.02402746777
scp65,covering,794,0.02402746777
scp65,covering,821,0.02402746777
scp65,covering,828,0.02402746777
scp65,covering,838,0.002339189277
scp65,covering,858,0.01679804161
scp65,covering,865,0.01679804161
scp65,covering,870,0.01679804161
scp65,covering,881,0.002339189277
scp65,covering,886,0.009568615442
scp65,covering,899,0.002339189277
scp65,covering,924,0.0384863201
scp65,covering,936,0.009568615442
scp65,covering,941,0.009568615442
scp65,covering,951,0.01679804161
scp65,covering,959,0.04571574626
scp65,covering,974,0.06740402476
scp65,covering,976,0.02402746777
scp65,covering,988,0.05294517243
scp65,covering,991,0.002339189277
scp65,covering,998,0.009568615442
scp65,covering,1010,0.01679804161
scp65,covering,1017,0.009568615442
scp65,covering,1032,0.04571574626
scp65,covering,1033,0.002339189277
scp65,covering,1040,0.03125689394
scp65,covering,1047,0.01679804161
scp65,covering,1052,0.06740402476
scp65,covering,1057,0.009568615442
scp65,covering,1070,0.04571574626
scp65,covering,1083,0.002339189277
scp65,covering,1091,0.02402746777
scp65,covering,1105,0.03125689394
scp65,covering,1119,0.02402746777
scp65,covering,1126,0.03125689394
scp65,covering,1138,0.01679804161
scp65,covering,1151,0.002339189277
scp65,covering,1156,0.01679804161
scp65,covering,1163,0.02402746777
scp65,covering,1169,0.0384863201
scp65,covering,1178,0.03125689394
scp65,covering,1183,0.05294517243
scp65,covering,1191,0.03125689394
scp65,covering,1195,0.02402746777
scp65,covering,1202,0.05294517243
scp65,covering,1229,0.002339189277
scp65,covering,1247,0.002339189277
scp65,covering,1259,0.01679804161
scp65,covering,1264,0.02402746777
scp65,covering,1269,0.002339189277
scp65,covering,1282,0.01679804161
scp65,covering,1292,0.07463345092
scp65,covering,1297,0.01679804161
scp65,covering,1304,0.02402746777
scp65,covering,1311,0.01679804161
scp65,covering,1318,0.02402746777
scp65,covering,1330,0.02402746777
scp65,covering,1348,0.03125689394
scp65,covering,1356,0.009568615442
scp65,covering,1366,0.009568615442
scp65,covering,1371,0.002339189277
scp65,covering,1376,0.1613865649
scp65,covering,1394,0.07463345092
scp65,covering,1395,0.03125689394
scp65,covering,1407,0.01679804161
