# famiglia	banda	path	n	ncons	nnz	quota_bin
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/iis-hc-cov.mps.gz	297	9727	142971	1.000
miplib2017	bin0.86	/nfsd/rop/instances/miplib2017/neos-498623.mps.gz	9861	2047	148434	0.862
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3437289-erdre.mps.gz	12162	7358	149856	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/mzzv42z.mps.gz	11717	10460	151261	0.980
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-913984.mps.gz	76000	1076	152000	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/opm2-z8-s0.mps.gz	3200	63608	152793	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/gmut-76-40.mps.gz	24338	2586	153017	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/pb-grow22.mps.gz	25124	1320	154694	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bab5.mps.gz	21600	4964	155520	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sorrell7.mps.gz	2048	78848	157696	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-827015.mps.gz	79347	7688	166239	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-953928.mps.gz	23305	12498	169861	1.000
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/neos-5266653-tugela.mps.gz	23310	23458	171534	0.972
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/core2536-691.mps.gz	15293	2539	177739	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/polygonpack4-7.mps.gz	10788	34529	178591	0.999
miplib2017	bin0.88	/nfsd/rop/instances/miplib2017/neos-933966.mps.gz	31762	12047	180618	0.881
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-5041756-cobark.mps.gz	60301	30900	180900	0.995
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bppc6-06.mps.gz	3922	273	181510	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/n2seq36q.mps.gz	22480	2565	183292	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/lectsched-2.mps.gz	17656	30738	186520	0.979
miplib2017	bin0.88	/nfsd/rop/instances/miplib2017/neos-933638.mps.gz	32417	13658	187173	0.883
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/neos-1354092.mps.gz	13702	3135	187187	0.969
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bppc6-02.mps.gz	4784	309	188143	1.000
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/mushroom-best.mps.gz	8468	8580	188735	0.973
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/supportcase1.mps.gz	29999	59997	189292	0.993
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/d20200.mps.gz	4000	1502	189389	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-960392.mps.gz	59376	4744	189503	1.000
miplib2017	bin0.84	/nfsd/rop/instances/miplib2017/dolom1.mps.gz	11612	1803	190413	0.837
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ns1828997.mps.gz	27275	81725	190670	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/piperout-d20.mps.gz	11961	15562	190915	0.986
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/blp-ic98.mps.gz	13640	717	191947	0.993
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/graph20-80-1rand.mps.gz	16263	55107	191997	1.000
miplib2017	bin0.95	/nfsd/rop/instances/miplib2017/ns1456591.mps.gz	8399	1997	199862	0.952
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/neos-662469.mps.gz	18235	1085	200055	0.982
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/blp-ar98.mps.gz	16021	1128	200601	0.987
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nursesched-sprint02.mps.gz	10250	3522	204000	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4409277-trave.mps.gz	14363	7875	204518	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nursesched-sprint-hidden09.mps.gz	11650	4872	208050	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nursesched-sprint-late03.mps.gz	11690	5032	208410	0.998
miplib2017	bin0.83	/nfsd/rop/instances/miplib2017/oocsp-racks030e6cci.mps.gz	39402	69817	210024	0.832
miplib2017	bin0.83	/nfsd/rop/instances/miplib2017/oocsp-racks030f7cci.mps.gz	39399	69872	210250	0.832
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/supportcase33.mps.gz	20203	20489	211915	0.995
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/tbfp-network.mps.gz	72747	2436	215837	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/core4872-1529.mps.gz	24656	4875	218762	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/leo2.mps.gz	11100	593	219959	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3218348-suir.mps.gz	7022	1320	221881	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nsrand-ipx.mps.gz	6621	735	223261	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/piperout-d27.mps.gz	13104	17470	224457	0.987
miplib2017	bin0.94	/nfsd/rop/instances/miplib2017/graphdraw-opmanager.mps.gz	4812	75395	227160	0.938
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3237086-abava.mps.gz	50192	69472	233552	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/lectsched-5-obj.mps.gz	21805	38884	239608	0.981
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/ns1905797.mps.gz	18192	51884	239700	0.972
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rmine11.mps.gz	12292	97389	241240	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/core4284-1064.mps.gz	21714	4287	245121	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/neos-5221106-oparau.mps.gz	25445	13897	245756	0.987
miplib2017	bin0.95	/nfsd/rop/instances/miplib2017/neos6.mps.gz	8786	1036	251946	0.949
miplib2017	bin0.96	/nfsd/rop/instances/miplib2017/atlanta-ip.mps.gz	48738	21732	257532	0.958
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-885524.mps.gz	91670	65	258309	1.000
miplib2017	bin0.86	/nfsd/rop/instances/miplib2017/siena1.mps.gz	13741	2220	258915	0.857
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/cdc7-4-3-2.mps.gz	11811	14478	259842	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4760493-puerua.mps.gz	53593	106954	266805	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4763324-toguru.mps.gz	53593	106954	266805	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/academictimetablesmall.mps.gz	28926	23294	268350	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/chromaticindex1024-7.mps.gz	73728	67583	270324	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-2746589-doon.mps.gz	50936	31530	271072	0.995
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/genus-sym-g62-2.mps.gz	12912	78472	275855	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/lectsched-3.mps.gz	25776	45262	279967	0.982
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/satellites2-25.mps.gz	35378	20916	283668	0.970
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/satellites2-40.mps.gz	35378	20916	283668	0.970
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sp97ar.mps.gz	14101	1761	290968	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/cryptanalysiskb128n5obj14.mps.gz	48950	98021	292875	0.977
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/cryptanalysiskb128n5obj16.mps.gz	48950	98021	292875	0.977
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/fhnw-schedule-pairb200.mps.gz	40200	99554	298554	0.995
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3283608-agout.mps.gz	26256	108649	301792	0.999
miplib2017	bin0.94	/nfsd/rop/instances/miplib2017/neos-4360552-sangro.mps.gz	10272	46012	302184	0.944
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/rocII-5-11.mps.gz	11523	26897	303291	0.984
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/circ10-3.mps.gz	2700	42620	307320	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/lectsched-1.mps.gz	28718	50108	310792	0.983
miplib2017	bin0.94	/nfsd/rop/instances/miplib2017/neos-4722843-widden.mps.gz	77723	113555	311529	0.944
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos8.mps.gz	23228	46324	313180	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/eilC76-2.mps.gz	28599	75	314837	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sp98ic.mps.gz	10894	825	316317	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sp97ic.mps.gz	12497	1033	316629	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/s55.mps.gz	78141	9892	317902	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/t1717.mps.gz	73885	551	325689	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/tanglegram4.mps.gz	56048	110404	331212	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/genus-g61-25.mps.gz	14380	94735	332877	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sorrell3.mps.gz	1024	169162	338324	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/polygonpack4-10.mps.gz	20537	65935	339036	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/n3div36.mps.gz	22120	4484	340740	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/graph40-20-1rand.mps.gz	31243	99067	345557	1.000
miplib2017	bin0.88	/nfsd/rop/instances/miplib2017/comp16-3idx.mps.gz	64193	71594	347276	0.884
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3988577-wolgan.mps.gz	25870	44662	350350	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3148108-pahi.mps.gz	12241	154774	353504	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/opm2-z10-s4.mps.gz	6250	160633	371240	1.000
miplib2017	bin0.84	/nfsd/rop/instances/miplib2017/nsr8k.mps.gz	38356	6284	371608	0.835
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/vpphard.mps.gz	51471	47280	372305	1.000
miplib2017	bin0.92	/nfsd/rop/instances/miplib2017/neos-4724674-aorere.mps.gz	94145	137123	376775	0.924
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ns1904248.mps.gz	38458	149437	377258	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-860300.mps.gz	1385	850	384329	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rail01.mps.gz	117527	46843	392086	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/genus-g31-8.mps.gz	3484	32047	401147	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/genus-sym-g31-8.mps.gz	3484	32073	401199	0.999
miplib2017	bin0.95	/nfsd/rop/instances/miplib2017/sing5.mps.gz	154463	92183	408715	0.947
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/fast0507.mps.gz	63009	507	409349	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/adult-max5features.mps.gz	32674	32709	417567	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/adult-regularized.mps.gz	32674	32709	417567	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sp98ar.mps.gz	15085	1435	426148	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/hypothyroid-k1.mps.gz	2602	5195	433884	1.000
miplib2017	bin0.85	/nfsd/rop/instances/miplib2017/lr2-22dr3-333vc4v17a-t60.mps.gz	109519	108566	435517	0.848
miplib2017	bin0.96	/nfsd/rop/instances/miplib2017/dc1l.mps.gz	37297	1653	448754	0.956
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4322846-ryton.mps.gz	108700	104972	452044	1.000
miplib2017	bin0.80	/nfsd/rop/instances/miplib2017/neos-4797081-pakoka.mps.gz	12393	7147	456124	0.801
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rail507.mps.gz	63019	509	468878	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/gmut-76-50.mps.gz	68865	2586	470045	1.000
miplib2017	bin0.94	/nfsd/rop/instances/miplib2017/sing11.mps.gz	175352	105858	479075	0.943
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/fhnw-schedule-paira400.mps.gz	80600	160000	479504	0.995
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/physiciansched6-2.mps.gz	111827	168336	480259	0.978
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-956971.mps.gz	57756	2527	483560	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/rocII-8-11.mps.gz	18390	42374	483846	0.985
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-941313.mps.gz	167910	13189	484080	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rmine13.mps.gz	23980	197155	485784	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-780889.mps.gz	182700	73910	497210	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-957143.mps.gz	57756	2767	497676	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-957323.mps.gz	57756	3757	499656	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-5149806-wieprz.mps.gz	33753	65380	502488	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/proteindesign122trx11p8.mps.gz	127326	254	503427	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ex9.mps.gz	10404	40962	517112	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/proteindesign121pgb11p9.mps.gz	132672	254	524690	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4532248-waihi.mps.gz	86842	167322	525339	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/8div-n59k10.mps.gz	6143	2065	539151	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-948346.mps.gz	57855	1570	540443	1.000
miplib2017	bin0.83	/nfsd/rop/instances/miplib2017/physiciansched6-1.mps.gz	126204	175664	542098	0.830
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4295773-pissa.mps.gz	85126	210116	552408	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/supportcase10.mps.gz	14770	165684	555082	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/gmut-75-50.mps.gz	68865	2565	571475	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/supportcase6.mps.gz	130052	771	584976	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4391920-timok.mps.gz	93846	184575	585839	0.999
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/neos-3695882-vesdre.mps.gz	6135	191504	598115	0.971
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/rocII-10-11.mps.gz	22968	52692	604216	0.985
miplib2017	bin0.96	/nfsd/rop/instances/miplib2017/graphdraw-grafo2.mps.gz	9258	203455	612366	0.955
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/netdiversion.mps.gz	129180	119589	615282	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nursesched-medium04.mps.gz	29667	8668	621829	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nursesched-medium-hint03.mps.gz	34248	14062	622800	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/proteindesign121hz512p9.mps.gz	159145	301	629449	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/nw04.mps.gz	87482	36	636666	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/neos-2669500-cust.mps.gz	112008	105744	636728	0.990
miplib2017	bin0.96	/nfsd/rop/instances/miplib2017/neos-4306827-ravan.mps.gz	162291	261877	639474	0.957
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/vpphard2.mps.gz	199999	198450	648340	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-876808.mps.gz	87268	85808	682376	1.000
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/satellites3-25.mps.gz	81681	44804	698176	0.979
miplib2017	bin0.96	/nfsd/rop/instances/miplib2017/neos-4260495-otere.mps.gz	176048	295357	702986	0.959
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/opm2-z12-s8.mps.gz	10800	319508	725377	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/polygonpack4-15.mps.gz	44237	144478	731949	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/polygonpack3-15.mps.gz	44237	144478	731949	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4413714-turia.mps.gz	190402	2303	761756	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ns1849932.mps.gz	128521	128880	766124	0.997
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3555904-turama.mps.gz	37461	146493	793605	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/polygonpack5-15.mps.gz	48163	163429	804740	0.999
miplib2017	bin0.95	/nfsd/rop/instances/miplib2017/neos-1140050.mps.gz	40755	3795	808515	0.948
miplib2017	bin0.92	/nfsd/rop/instances/miplib2017/neos-565672.mps.gz	190589	318334	809816	0.920
miplib2017	bin0.98	/nfsd/rop/instances/miplib2017/satellites4-25.mps.gz	95637	51712	821192	0.980
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-631710.mps.gz	167056	169576	834166	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-954925.mps.gz	84718	2989	844983	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/var-smallemery-m6j6.mps.gz	5608	13416	850621	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bab1.mps.gz	61152	60680	854392	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3352863-ancoa.mps.gz	20046	169	869239	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bley_xl1.mps.gz	5831	175620	869391	1.000
miplib2017	bin0.97	/nfsd/rop/instances/miplib2017/roi2alpha3n4.mps.gz	6816	1251	878812	0.974
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rmine15.mps.gz	42438	358395	879732	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-859770.mps.gz	2504	2065	880736	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/square23.mps.gz	11660	7887	898813	0.998
miplib2017	bin0.89	/nfsd/rop/instances/miplib2017/physiciansched3-4.mps.gz	74119	239780	908634	0.889
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/eilA101-2.mps.gz	65832	100	959373	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4531126-vouga.mps.gz	169996	7694	967980	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rvb-sub.mps.gz	33765	225	984143	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/scpj4scip.mps.gz	99947	1000	999893	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/scpk4.mps.gz	100000	2000	1000000	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/sorrell4.mps.gz	2048	504451	1008902	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/neos-5189128-totara.mps.gz	36025	213702	1012554	0.989
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ds.mps.gz	67732	656	1024059	1.000
miplib2017	bin0.91	/nfsd/rop/instances/miplib2017/physiciansched3-3.mps.gz	79555	266227	1062479	0.907
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ex10.mps.gz	17680	69608	1162000	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/fhnw-schedule-pairb400.mps.gz	160400	399096	1197096	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4754521-awarau.mps.gz	41680	255386	1237481	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4533806-waima.mps.gz	93318	52983	1250570	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/graph40-40-1rand.mps.gz	102600	360900	1260900	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4555749-wards.mps.gz	89147	51776	1263377	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bab6.mps.gz	114240	29904	1283181	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/wnq-n100-mw99-14.mps.gz	10000	656900	1333400	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/neos-525149.mps.gz	3640	144120	1519200	0.989
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/academictimetablebig.mps.gz	168974	167661	1545375	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/pb-fit2d.mps.gz	118500	10525	1575578	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-5129192-manaia.mps.gz	164229	531569	1599180	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/k1mushroom.mps.gz	8211	16419	1697946	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/z26.mps.gz	17937	850513	1715613	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/splice1k1.mps.gz	3253	6505	1761016	1.000
miplib2017	bin0.99	/nfsd/rop/instances/miplib2017/ns1760995.mps.gz	17956	615388	1854012	0.993
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/co-100.mps.gz	48417	2187	1995817	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/scpl4.mps.gz	200000	2000	2000000	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-4562542-watut.mps.gz	134705	73746	2015543	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/bab2.mps.gz	147912	17245	2027726	1.000
miplib2017	bin0.90	/nfsd/rop/instances/miplib2017/neos-3402294-bobin.mps.gz	2904	591076	2034888	0.901
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/8div-n59k11.mps.gz	12287	4114	2126864	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ivu52.mps.gz	157591	2116	2179476	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/supportcase22.mps.gz	7129	260602	2228828	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3634244-kauru.mps.gz	4376	761450	2292500	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/roi5alpha10n8.mps.gz	106150	4665	2370224	0.998
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3230376-yser.mps.gz	57000	786916	2372592	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/n3seq24.mps.gz	119856	6044	3232340	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-3230516-zala.mps.gz	101856	1146724	3427392	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/rmine21.mps.gz	162547	1441651	3514884	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/square31.mps.gz	28860	19435	3937200	0.999
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/ds-big.mps.gz	174997	1042	4623442	1.000
miplib2017	bin1.00	/nfsd/rop/instances/miplib2017/neos-5052403-cygnet.mps.gz	32868	38268	4898304	1.000
